Id,SalePrice
1461,116202.60102218282
1462,108201.26598993663
1463,181167.12611671648
1464,198443.4364019624
1465,193350.3617167401
1466,167468.1948576287
1467,175282.26093345805
1468,160134.27663485674
1469,184172.72906395592
1470,117257.21863912515
1471,167266.63589415557
1472,94861.35757455112
1473,92570.29681704247
1474,148797.08868568903
1475,116820.60327342618
1476,355819.01947818144
1477,241575.91623463284
1478,283687.25263952464
1479,278274.23435771366
1480,534316.879496512
1481,327872.2285989056
1482,200030.29422092106
1483,169254.63235954387
1484,161054.3458468303
1485,177639.05839141252
1486,186393.46247959515
1487,340291.95229515975
1488,222197.9611186329
1489,188128.24902906336
1490,238801.09122446846
1491,192233.0731730627
1492,96566.65261079765
1493,160060.54235336004
1494,277397.45701414713
1495,279565.8244007746
1496,228003.67597855974
1497,180997.85055176567
1498,189388.91794333057
1499,161692.70557024213
1500,157352.0991405925
1501,178279.33658173977
1502,150249.99604789517
1503,361721.04958727024
1504,238671.56684204165
1505,225891.881283637
1506,193135.56654928418
1507,254933.75761634475
1508,189157.42016842143
1509,157940.4686322259
1510,142930.07314729565
1511,166712.19549094263
1512,180616.4912922589
1513,137522.8307287607
1514,160203.2047134289
1515,204100.57185449396
1516,144167.2429962703
1517,157989.73912194674
1518,131175.7096039019
1519,207205.3312922866
1520,125159.83449832635
1521,127519.33815955902
1522,177570.45949928343
1523,116615.75265448555
1524,116400.9032331216
1525,117240.15342578062
1526,102575.43240840429
1527,105956.0704303424
1528,133306.42960311382
1529,149732.62073477617
1530,201517.40677812864
1531,112057.36547215415
1532,93167.02260762971
1533,149676.5109468935
1534,115043.47308025166
1535,145377.0884026232
1536,107007.33988721343
1537,56640.22363845372
1538,144788.9374845685
1539,181185.30342878768
1540,85431.81152551623
1541,129368.95250277742
1542,158481.3546959613
1543,181354.16873683024
1544,84549.92305019689
1545,118296.57338208247
1546,134102.69227710503
1547,133677.70920559275
1548,135541.42580395605
1549,117799.25590730109
1550,133762.34459124765
1551,99957.3528322982
1552,143976.1117501728
1553,131417.92456108387
1554,122735.3762577801
1555,158952.30719709588
1556,82067.38904885881
1557,110486.33813373432
1558,104929.45063469742
1559,62394.74121674456
1560,133069.3491741197
1561,130149.4227504621
1562,130955.4760056361
1563,123223.02488680399
1564,159857.8954866372
1565,146097.7584787054
1566,227136.26131923648
1567,80373.88262937004
1568,229935.32834482694
1569,126002.90605619941
1570,129061.70438111188
1571,111532.78985159333
1572,139210.8315415048
1573,166697.8480672516
1574,118828.23619722125
1575,235431.09562545104
1576,229534.2072609935
1577,178218.87402165777
1578,133288.83425420072
1579,142555.8750820166
1580,184644.09761660072
1581,153953.42257133033
1582,127768.70584404819
1583,296045.0757960621
1584,218027.17310626357
1585,135356.86977447246
1586,84667.93719454596
1587,107408.88709273422
1588,144904.08273471685
1589,100292.90930782605
1590,132469.6112772139
1591,95916.33439889674
1592,110226.3442122618
1593,124881.23885877048
1594,150369.9869257265
1595,104801.1171087817
1596,220177.53299840944
1597,203696.2309059747
1598,221332.69301051152
1599,158070.66365330736
1600,146362.69709780856
1601,73438.81944335937
1602,119789.15773328206
1603,59895.41521642371
1604,261005.38822329874
1605,224311.01915101256
1606,163745.68624137758
1607,175174.88737489845
1608,210777.5010873451
1609,176383.98056295878
1610,153419.8359126058
1611,128009.40136474237
1612,168852.5533121631
1613,163164.4184695303
1614,108945.98492674263
1615,90788.01843487454
1616,81073.58010972875
1617,91244.90016253041
1618,139634.26013282596
1619,138990.85114276255
1620,165376.9861967704
1621,131727.70876690696
1622,145801.23095450058
1623,248625.96144786265
1624,207989.0848118541
1625,105477.48200383665
1626,165900.24963936256
1627,188285.61820414674
1628,268471.2572745755
1629,171792.08579964718
1630,398050.6814968613
1631,225595.00222040256
1632,248606.76337192763
1633,165977.932914335
1634,188095.42441849812
1635,170187.55752392276
1636,151016.19056302993
1637,203062.05075711122
1638,176203.4903479098
1639,182851.25679468748
1640,246914.7287106137
1641,171638.58346158662
1642,245862.16855605293
1643,213241.62684985073
1644,235937.2104115436
1645,224460.94263778682
1646,156227.664728122
1647,146112.2028262911
1648,126161.60487602254
1649,135520.8921140019
1650,116087.62363140956
1651,123995.13763488537
1652,98661.11972659157
1653,98348.61487670812
1654,156771.3400183613
1655,132634.85433687002
1656,142481.09227910507
1657,156241.2689718729
1658,154593.95138299494
1659,127550.89780953986
1660,146131.95090192658
1661,473323.67166783573
1662,403198.7108940904
1663,378466.5075791024
1664,630555.6563485697
1665,301416.69057898264
1666,295097.7235883442
1667,400436.73826796724
1668,323486.74160972645
1669,291409.90438969474
1670,327338.1545171351
1671,256466.2749271858
1672,443377.32452457555
1673,283236.4903042657
1674,238299.1134874519
1675,192187.58298114923
1676,188273.7790009702
1677,210374.28088694374
1678,489784.84363254067
1679,388002.9818161017
1680,309486.1563352554
1681,230551.16987364032
1682,305077.6901952784
1683,190957.70941865863
1684,171650.69553786019
1685,168890.21555255871
1686,167311.49961239359
1687,161726.06242119984
1688,184052.5655719915
1689,187596.60867493434
1690,189127.4648468839
1691,179387.61084532773
1692,245811.96018974105
1693,157456.8889492593
1694,181736.93054478714
1695,163830.89306165438
1696,273871.84290977387
1697,167542.39936796372
1698,349151.04303050984
1699,310006.51724252483
1700,256337.5714169128
1701,258537.7292508468
1702,240305.14471958033
1703,231632.73804527737
1704,270540.50826731994
1705,223411.04169803587
1706,418991.535883771
1707,204452.90774568042
1708,198962.12799252497
1709,251479.85405476112
1710,218152.69209199495
1711,271649.7584493669
1712,253391.77202458642
1713,276854.11891216395
1714,226234.70470860336
1715,204390.29095332316
1716,182059.2077829678
1717,177519.7457333289
1718,141320.1143143664
1719,202192.9075054902
1720,236459.31497216853
1721,147879.10525139692
1722,120700.44929258387
1723,147218.84473022277
1724,203464.04571536303
1725,240339.587576051
1726,187160.6581629527
1727,149782.34541924254
1728,163068.93866875465
1729,167516.9379403105
1730,161081.2541349913
1731,115478.79349692856
1732,131796.54623144987
1733,112024.21385718691
1734,121189.64972320244
1735,117445.31450193888
1736,106260.57711667579
1737,303421.95312210714
1738,245174.78706034305
1739,243973.05817841133
1740,217608.5945223343
1741,190432.4183625082
1742,176067.9143617479
1743,179528.13287130932
1744,367189.82228203636
1745,219979.76194526453
1746,183269.00195617534
1747,219654.90043864548
1748,224199.33292440572
1749,138274.90644873847
1750,123185.1178148841
1751,248686.04350903208
1752,113897.66585348117
1753,147439.44846736238
1754,188641.81980832102
1755,159520.65113983204
1756,135049.4167623084
1757,121442.71516225685
1758,146921.44874094563
1759,161134.73734299885
1760,154924.79150038157
1761,142044.20859567923
1762,178762.62901611105
1763,181606.86233664854
1764,115368.47148274453
1765,140691.04540183218
1766,191403.26685826457
1767,224609.3674570246
1768,141195.52816684393
1769,160973.9905501048
1770,143389.79818833596
1771,114168.05365463578
1772,124176.00516119116
1773,118889.94280761639
1774,153656.2700589658
1775,138353.68325490123
1776,125550.45722389291
1777,106759.16491035267
1778,139883.02437803306
1779,136102.8327828258
1780,160658.0540780634
1781,126566.43098826877
1782,92945.93207585714
1783,147642.96858926906
1784,105896.49901441483
1785,123923.21884203871
1786,158452.202652385
1787,148839.71969799598
1788,67535.08052137324
1789,99645.07459897343
1790,84485.04181653554
1791,200141.6677523866
1792,155771.92868735205
1793,121579.1063297128
1794,152876.69524439448
1795,129396.56821246202
1796,142945.12930952612
1797,112467.55039233124
1798,125424.6276171827
1799,105601.10564665702
1800,132874.69598565777
1801,127108.57594676236
1802,129380.99116151316
1803,148968.68887375118
1804,136868.85028738788
1805,133559.86484922713
1806,125909.59491430304
1807,125096.51604830346
1808,111507.87880569758
1809,116477.3789280963
1810,138096.6357414
1811,108034.28749640258
1812,96858.50391871242
1813,134813.9466891307
1814,102062.62431846338
1815,69259.90720333265
1816,100595.0950846503
1817,102221.26209242654
1818,138967.3678010128
1819,129899.38869714926
1820,53802.07911342206
1821,110233.50050707435
1822,145048.0936634658
1823,40919.6595489013
1824,122218.50212879146
1825,137050.79361458728
1826,111534.75856542624
1827,102381.14227736025
1828,128370.40115401371
1829,115169.29574379484
1830,137157.09978184482
1831,138584.91182314086
1832,77628.40545640598
1833,136992.8820051116
1834,122091.77357151023
1835,108951.55583003418
1836,126311.04522725273
1837,79801.9574819867
1838,119490.60043115666
1839,108335.80334439782
1840,132138.5115444004
1841,130390.04966553877
1842,87601.44814642881
1843,128000.33041886707
1844,137692.17968489346
1845,145459.38463091358
1846,155407.21691739804
1847,183096.15242139457
1848,60644.450995922234
1849,101397.32461699158
1850,112447.22163598886
1851,145468.0539950835
1852,131003.29239980679
1853,124035.08291358115
1854,162107.72777303483
1855,147460.5848692587
1856,231678.24914026746
1857,124282.6050768457
1858,143216.10153017746
1859,115891.96293897583
1860,147618.85579517172
1861,115170.06566044004
1862,344947.0714513048
1863,328890.1594971938
1864,328921.2189080113
1865,331470.26894526766
1866,319311.2673282009
1867,213422.1772511805
1868,282900.23421827366
1869,197992.99853132904
1870,210064.46101683803
1871,239098.0388617244
1872,166120.51878947625
1873,242461.35224371488
1874,147120.86821888038
1875,192638.0620098307
1876,203233.77839636826
1877,204060.18617202193
1878,194346.38006513845
1879,130289.78752444754
1880,125305.96184767276
1881,249548.71955716572
1882,233090.43635291702
1883,184008.202846643
1884,201416.1519978932
1885,207449.01491310637
1886,269786.4774674138
1887,206205.5454211602
1888,260128.18056070936
1889,165399.81981123213
1890,108034.32187006807
1891,128130.18827235202
1892,94244.5913457811
1893,123965.33686434012
1894,124940.44715651585
1895,128519.32079626834
1896,125842.71058904432
1897,112824.40230126533
1898,113603.31575335242
1899,170735.5468344186
1900,150999.81995598934
1901,184108.21119876797
1902,160442.46785482336
1903,239905.73902980768
1904,148482.58399289477
1905,198948.62154604972
1906,107831.64031450075
1907,206329.92303719258
1908,112510.26539344205
1909,135140.21025321318
1910,120553.87808113538
1911,224147.10757550382
1912,384081.8755653784
1913,139903.21027971935
1914,56030.4001294568
1915,315121.39627221867
1916,70484.48944713731
1917,211803.88851668127
1918,135243.2477889457
1919,173849.78644991163
1920,151512.49967051877
1921,388092.07768133015
1922,301135.9440455816
1923,224407.02454138844
1924,237770.23737304693
1925,193665.698776654
1926,376283.8304502585
1927,126278.87523849803
1928,150527.25208104626
1929,117671.35387064972
1930,127202.367494269
1931,134946.7409056921
1932,131443.40880269182
1933,197824.2386990824
1934,179105.85088706977
1935,167627.69974891684
1936,191477.81764625755
1937,176593.71808828582
1938,164549.2207221705
1939,246721.10281898628
1940,194343.02746446396
1941,164923.07562232247
1942,166172.352224642
1943,216921.87552118284
1944,389246.3129659944
1945,409076.295325988
1946,135959.5382496251
1947,294187.1999795179
1948,163353.6293689753
1949,240466.26129376012
1950,178887.07915782306
1951,239833.47717662202
1952,191633.34433481115
1953,156509.74933489267
1954,180327.0209148471
1955,132008.07018723656
1956,322033.1618325272
1957,148734.99469001446
1958,270026.76546331827
1959,146788.34655784047
1960,109275.10958541915
1961,121621.4289897456
1962,95299.71681838235
1963,105578.5446156434
1964,102029.64573823291
1965,154317.88745330143
1966,137097.1392196175
1967,288053.15135462506
1968,434493.56447917543
1969,361867.4555637887
1970,425876.0125933546
1971,505001.0593294571
1972,368175.13626327476
1973,267209.5848962176
1974,337669.4904320946
1975,565893.8581138953
1976,260202.44679106682
1977,355685.1915366632
1978,352323.03723495436
1979,303357.64688537887
1980,198456.6331963013
1981,323714.1970694731
1982,206804.34794738176
1983,192099.58584208315
1984,171762.513878675
1985,225360.35609376754
1986,208087.66232443304
1987,181012.49093622202
1988,169754.03720399315
1989,184775.7706746786
1990,201230.91090996683
1991,226834.64379009634
1992,210898.18412370834
1993,165199.4816595855
1994,226504.09649604524
1995,178514.16342974448
1996,243669.64638086484
1997,296569.4970818363
1998,297315.1352218931
1999,270541.32144933
2000,311643.6287946069
2001,248997.45960724037
2002,223537.71953922888
2003,248798.7135086944
2004,275534.9250647211
2005,207981.52631077528
2006,213019.57609033125
2007,239231.16979220853
2008,214536.41037648066
2009,203618.11826792415
2010,191695.6463727974
2011,135662.00779032506
2012,167859.24418241307
2013,176427.2435942436
2014,183567.0157245291
2015,198620.4329472935
2016,195181.27240051603
2017,188156.0396553923
2018,114191.79793977576
2019,135604.99035322235
2020,90736.229167782
2021,98178.6228952948
2022,187162.72965935856
2023,147613.7243611886
2024,278657.67785980867
2025,358164.3386678819
2026,169866.13743890237
2027,165128.05635909992
2028,152622.73564809968
2029,169797.41433791412
2030,252918.58138469674
2031,219019.64278916508
2032,237420.74444019297
2033,243678.9157959676
2034,169843.77329781945
2035,221585.77527043887
2036,192760.57233054627
2037,223907.75009184584
2038,318869.87771185767
2039,218717.25640337734
2040,310943.22116596356
2041,313486.45793564373
2042,208400.92768304807
2043,181313.70756460936
2044,170182.45910378156
2045,189192.81491308054
2046,168582.00728982346
2047,141502.4062860302
2048,135959.45449713367
2049,144634.29339856966
2050,161689.70783665407
2051,104312.22871813453
2052,119694.4375204595
2053,147687.86995665432
