Id,SalePrice
1461,107008.58054165577
1462,134120.19072535343
1463,188856.5855877177
1464,193657.82947094226
1465,213896.6112316876
1466,172175.07653377275
1467,176796.5000668387
1468,156218.61557492078
1469,198218.88036884833
1470,105465.9465455428
1471,165337.43581018317
1472,89180.25003727362
1473,91074.08579953865
1474,147645.41232020955
1475,106500.77791946218
1476,368779.19635870407
1477,249373.03693190007
1478,296305.26191191806
1479,294710.25283846224
1480,464118.0139775143
1481,307183.2764019908
1482,198660.954173172
1483,174043.61044285842
1484,157897.65832253115
1485,172657.9370373207
1486,189286.01248158887
1487,332112.5070644055
1488,214482.00845932285
1489,200781.47947110469
1490,259471.5066088389
1491,197959.53389278892
1492,109060.87141667085
1493,175829.85518876533
1494,310336.18298694224
1495,289075.55079476733
1496,246379.2472269684
1497,180165.45083387033
1498,167483.15653557645
1499,165934.86535035353
1500,146726.06306831748
1501,193598.81770550564
1502,125669.29795142042
1503,333220.0066227189
1504,231376.8034048305
1505,224723.5636747115
1506,196703.86010962026
1507,263188.483094963
1508,194363.8512074825
1509,149282.07402266085
1510,138505.34774344682
1511,154836.2136723136
1512,190999.3441150235
1513,156695.53187284188
1514,165660.50717910565
1515,229468.78127503174
1516,155394.76949193224
1517,180256.56737931736
1518,124879.18753948214
1519,214372.67905640078
1520,119998.44811785675
1521,134443.54080363177
1522,186376.51767980843
1523,117752.07111760601
1524,127802.75977741252
1525,112458.86557177652
1526,96288.18716228614
1527,105192.39631099254
1528,131997.1772652174
1529,148999.9673747531
1530,203030.76629546448
1531,113648.5149149996
1532,84023.97332008276
1533,159601.9511445203
1534,116978.80920405779
1535,161153.87137238146
1536,91976.60365947685
1537,35436.065098091145
1538,156074.12118944013
1539,219246.5544424362
1540,124914.89253368054
1541,134046.1005281976
1542,153297.94881736755
1543,195634.8443728676
1544,68754.62235085596
1545,113605.6510616251
1546,120513.61891895195
1547,131296.01341878204
1548,142199.1872876411
1549,114105.32491135783
1550,135199.3727090687
1551,99273.54784494301
1552,160033.22929150425
1553,148411.69922514935
1554,122137.2268396269
1555,158664.24232720444
1556,44607.50885404751
1557,132643.05542088056
1558,96188.98204668926
